# spike raster log
# sample state timestep dm L0 L1 L2 L3 prediction match
sample=69 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=69 state=S_UPDATE timestep=1 dm=00 L0=00000110 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=69 state=S_UPDATE timestep=2 dm=00 L0=00000000 L1=10000000 L2=00000000 L3=00000000 pred=0 match=0
sample=69 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=69 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=69 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=69 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=69 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=69 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=69 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=69 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_UPDATE timestep=1 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_UPDATE timestep=2 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=70 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=71 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=71 state=S_UPDATE timestep=1 dm=01 L0=01000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=71 state=S_UPDATE timestep=2 dm=00 L0=00100110 L1=01010000 L2=00000000 L3=00000000 pred=0 match=0
sample=71 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00100100 L2=00011010 L3=00000000 pred=0 match=0
sample=71 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=10100101 L3=00000000 pred=0 match=0
sample=71 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=01111110 pred=0 match=0
sample=71 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-673344 match=0
sample=71 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-641088 match=0
sample=71 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-610624 match=0
sample=71 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-581056 match=0
sample=71 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-553280 match=0
sample=72 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-530880 match=0
sample=72 state=S_UPDATE timestep=1 dm=01 L0=00001001 L1=00000000 L2=00000000 L3=00000000 pred=-505120 match=0
sample=72 state=S_UPDATE timestep=2 dm=01 L0=00000000 L1=00000010 L2=00000000 L3=00000000 pred=-480928 match=0
sample=72 state=S_UPDATE timestep=3 dm=00 L0=01000000 L1=00000000 L2=01000000 L3=00000000 pred=-456960 match=0
sample=72 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=01000000 L2=00000000 L3=00000000 pred=-435456 match=0
sample=72 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-413952 match=0
sample=72 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-393568 match=0
sample=72 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-374752 match=0
sample=72 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-355936 match=0
sample=72 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-338016 match=0
sample=72 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-321888 match=0
sample=73 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-308448 match=0
sample=73 state=S_UPDATE timestep=1 dm=01 L0=00000110 L1=00000000 L2=00000000 L3=00000000 pred=-292320 match=0
sample=73 state=S_UPDATE timestep=2 dm=01 L0=00000000 L1=10001000 L2=00000000 L3=00000000 pred=-277760 match=0
sample=73 state=S_UPDATE timestep=3 dm=01 L0=00101001 L1=00000000 L2=00000000 L3=00000000 pred=-264320 match=0
sample=73 state=S_UPDATE timestep=4 dm=00 L0=01000000 L1=00010100 L2=00000000 L3=00000000 pred=-250880 match=0
sample=73 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=01000010 L2=00000000 L3=00000000 pred=-237440 match=0
sample=73 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00010010 L3=00000000 pred=-224896 match=0
sample=73 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-214144 match=0
sample=73 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-203392 match=0
sample=73 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-192640 match=0
sample=73 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-181888 match=0
sample=74 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-172928 match=0
sample=74 state=S_UPDATE timestep=1 dm=01 L0=00000110 L1=00000000 L2=00000000 L3=00000000 pred=-164640 match=0
sample=74 state=S_UPDATE timestep=2 dm=01 L0=00000000 L1=00100000 L2=00000000 L3=00000000 pred=-156576 match=0
sample=74 state=S_UPDATE timestep=3 dm=01 L0=00000001 L1=00000000 L2=00000100 L3=00000000 pred=-148512 match=0
sample=74 state=S_UPDATE timestep=4 dm=01 L0=01001000 L1=00000001 L2=00000000 L3=00000000 pred=-140448 match=0
sample=74 state=S_UPDATE timestep=5 dm=00 L0=00100110 L1=11000000 L2=00000000 L3=00000000 pred=-132384 match=0
sample=74 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00010110 L2=00000000 L3=00000000 pred=-124320 match=0
sample=74 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=10101000 L3=00000000 pred=-116256 match=0
sample=74 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=10000001 pred=-110208 match=0
sample=74 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=568512 match=1
sample=74 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=541632 match=1
sample=75 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=520576 match=1
sample=75 state=S_UPDATE timestep=1 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=496384 match=1
sample=75 state=S_UPDATE timestep=2 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=473536 match=1
sample=75 state=S_UPDATE timestep=3 dm=01 L0=01000001 L1=00000000 L2=00000000 L3=00000000 pred=452032 match=1
sample=75 state=S_UPDATE timestep=4 dm=01 L0=00001110 L1=00000000 L2=00000000 L3=00000000 pred=431648 match=1
sample=75 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=11100000 L2=00000000 L3=00000000 pred=412832 match=1
sample=75 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=01010111 L3=00000000 pred=394240 match=1
sample=75 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00111110 pred=378112 match=1
sample=75 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-410240 match=0
sample=75 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-391072 match=0
sample=75 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-372896 match=0
sample=76 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-358176 match=0
sample=76 state=S_UPDATE timestep=1 dm=01 L0=00100000 L1=00000000 L2=00000000 L3=00000000 pred=-342880 match=0
sample=76 state=S_UPDATE timestep=2 dm=01 L0=01000000 L1=00000000 L2=00000000 L3=00000000 pred=-325600 match=0
sample=76 state=S_UPDATE timestep=3 dm=00 L0=00000111 L1=00000010 L2=00000000 L3=00000000 pred=-311136 match=0
sample=76 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00010100 L2=00000000 L3=00000000 pred=-296928 match=0
sample=76 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-283712 match=0
sample=76 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-269888 match=0
sample=76 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-257344 match=0
sample=76 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-246592 match=0
sample=76 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-234944 match=0
sample=76 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-223808 match=0
sample=77 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-215168 match=0
sample=77 state=S_UPDATE timestep=1 dm=01 L0=00001000 L1=00000000 L2=00000000 L3=00000000 pred=-204800 match=0
sample=77 state=S_UPDATE timestep=2 dm=00 L0=00000000 L1=01000000 L2=00000000 L3=00000000 pred=-196224 match=0
sample=77 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-188928 match=0
sample=77 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-179168 match=0
sample=77 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-169184 match=0
sample=77 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-162272 match=0
sample=77 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-155232 match=0
sample=77 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-147936 match=0
sample=77 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-140640 match=0
sample=77 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-135648 match=0
sample=78 state=S_UPDATE timestep=0 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-130560 match=0
sample=78 state=S_UPDATE timestep=1 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-123648 match=0
sample=78 state=S_UPDATE timestep=2 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-116736 match=0
sample=78 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-109824 match=0
sample=78 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-103936 match=0
sample=78 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-100096 match=0
sample=78 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-96256 match=0
sample=78 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-92416 match=0
sample=78 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-88576 match=0
sample=78 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-84736 match=0
sample=78 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-80896 match=0
sample=79 state=S_UPDATE timestep=0 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-75456 match=0
sample=79 state=S_UPDATE timestep=1 dm=10 L0=00100000 L1=00000000 L2=00000000 L3=00000000 pred=-72000 match=0
sample=79 state=S_UPDATE timestep=2 dm=10 L0=00000000 L1=10000000 L2=00000000 L3=00000000 pred=-68544 match=0
sample=79 state=S_UPDATE timestep=3 dm=10 L0=00000110 L1=00000000 L2=00000000 L3=00000000 pred=-65088 match=0
sample=79 state=S_UPDATE timestep=4 dm=10 L0=00010000 L1=00001000 L2=00000000 L3=00000000 pred=-61632 match=0
sample=79 state=S_UPDATE timestep=5 dm=00 L0=10100000 L1=00000001 L2=00000000 L3=00000000 pred=-58176 match=0
sample=79 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000110 L2=00000000 L3=00000000 pred=-54720 match=0
sample=79 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00001110 L3=00000000 pred=-51264 match=0
sample=79 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=01000000 pred=-47808 match=0
sample=79 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=51840 match=0
sample=79 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=50688 match=0
sample=80 state=S_UPDATE timestep=0 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=49152 match=0
sample=80 state=S_UPDATE timestep=1 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=45312 match=0
sample=80 state=S_UPDATE timestep=2 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=41664 match=0
sample=80 state=S_UPDATE timestep=3 dm=10 L0=00010100 L1=00000000 L2=00000000 L3=00000000 pred=38208 match=0
sample=80 state=S_UPDATE timestep=4 dm=10 L0=00100010 L1=01000000 L2=00000000 L3=00000000 pred=34912 match=0
sample=80 state=S_UPDATE timestep=5 dm=10 L0=10000000 L1=00001000 L2=00110000 L3=00000000 pred=31840 match=0
sample=80 state=S_UPDATE timestep=6 dm=10 L0=00000000 L1=00110000 L2=10000000 L3=00000000 pred=28800 match=0
sample=80 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=26112 match=0
sample=80 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=23424 match=0
sample=80 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=20896 match=0
sample=80 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=19488 match=0
sample=81 state=S_UPDATE timestep=0 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=19808 match=0
sample=81 state=S_UPDATE timestep=1 dm=10 L0=00010000 L1=00000000 L2=00000000 L3=00000000 pred=20256 match=0
sample=81 state=S_UPDATE timestep=2 dm=10 L0=00100100 L1=00000000 L2=00000000 L3=00000000 pred=21024 match=0
sample=81 state=S_UPDATE timestep=3 dm=10 L0=00000000 L1=10000101 L2=00000000 L3=00000000 pred=21792 match=0
sample=81 state=S_UPDATE timestep=4 dm=10 L0=10000010 L1=00000000 L2=01000001 L3=00000000 pred=22560 match=0
sample=81 state=S_UPDATE timestep=5 dm=10 L0=00010000 L1=01000000 L2=00000000 L3=00000010 pred=23552 match=0
sample=81 state=S_UPDATE timestep=6 dm=00 L0=00100000 L1=00001010 L2=00000000 L3=00000000 pred=-745088 match=0
sample=81 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00010110 L3=00000000 pred=-710144 match=0
sample=81 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00111100 pred=-675968 match=0
sample=81 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-643968 match=0
sample=81 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-612736 match=0
sample=82 state=S_UPDATE timestep=0 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-588416 match=0
sample=82 state=S_UPDATE timestep=1 dm=10 L0=00000100 L1=00000000 L2=00000000 L3=00000000 pred=-559488 match=0
sample=82 state=S_UPDATE timestep=2 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=-533376 match=0
sample=82 state=S_UPDATE timestep=3 dm=10 L0=10010000 L1=00000000 L2=00000000 L3=00000000 pred=-507264 match=0
sample=82 state=S_UPDATE timestep=4 dm=00 L0=00100010 L1=00000000 L2=00000000 L3=00000000 pred=-482848 match=0
sample=82 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=01000100 L2=00000000 L3=00000000 pred=-459424 match=0
sample=82 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00001000 L3=00000000 pred=-436000 match=0
sample=82 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000001 pred=-415648 match=0
sample=82 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=374240 match=1
sample=82 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=357728 match=1
sample=82 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=340192 match=1
sample=83 state=S_UPDATE timestep=0 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=326656 match=1
sample=83 state=S_UPDATE timestep=1 dm=10 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=312064 match=1
sample=83 state=S_UPDATE timestep=2 dm=00 L0=00000100 L1=00000000 L2=00000000 L3=00000000 pred=298240 match=1
sample=83 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=283392 match=1
sample=83 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=270336 match=1
sample=83 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=257536 match=1
sample=83 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=247552 match=1
sample=83 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=234496 match=1
sample=83 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=222720 match=1
sample=83 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=212736 match=1
sample=83 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=202752 match=1
sample=84 state=S_UPDATE timestep=0 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=195264 match=1
sample=84 state=S_UPDATE timestep=1 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=187200 match=1
sample=84 state=S_UPDATE timestep=2 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=177600 match=1
sample=84 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=168000 match=1
sample=84 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=160192 match=1
sample=84 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=153664 match=1
sample=84 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=147136 match=1
sample=84 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=140608 match=1
sample=84 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=133824 match=1
sample=84 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=127296 match=1
sample=84 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=120768 match=1
sample=85 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=115328 match=1
sample=85 state=S_UPDATE timestep=1 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=108800 match=1
sample=85 state=S_UPDATE timestep=2 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=102272 match=1
sample=85 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=98560 match=1
sample=85 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=95104 match=1
sample=85 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=91648 match=1
sample=85 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=88192 match=1
sample=85 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=84736 match=1
sample=85 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=79232 match=1
sample=85 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=72704 match=1
sample=85 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=68608 match=1
sample=86 state=S_UPDATE timestep=0 dm=01 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=66048 match=1
sample=86 state=S_UPDATE timestep=1 dm=00 L0=00000010 L1=00000000 L2=00000000 L3=00000000 pred=62976 match=0
sample=86 state=S_UPDATE timestep=2 dm=00 L0=00000000 L1=00001000 L2=00000000 L3=00000000 pred=59904 match=0
sample=86 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=56832 match=0
sample=86 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=53760 match=0
sample=86 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=50688 match=0
sample=86 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=47616 match=0
sample=86 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=44544 match=0
sample=86 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=41472 match=0
sample=86 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=38400 match=0
sample=86 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=38400 match=0
sample=87 state=S_UPDATE timestep=0 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=38400 match=0
sample=87 state=S_UPDATE timestep=1 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=38400 match=0
sample=87 state=S_UPDATE timestep=2 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=38400 match=0
sample=87 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=38400 match=0
sample=87 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=38400 match=0
sample=87 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=38400 match=0
sample=87 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=38400 match=0
sample=87 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=38400 match=0
sample=87 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=35328 match=0
sample=87 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=32256 match=0
sample=87 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=29184 match=0
sample=88 state=S_UPDATE timestep=0 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=26624 match=0
sample=88 state=S_UPDATE timestep=1 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=23552 match=0
sample=88 state=S_UPDATE timestep=2 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=20480 match=0
sample=88 state=S_UPDATE timestep=3 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=17408 match=0
sample=88 state=S_UPDATE timestep=4 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=14336 match=0
sample=88 state=S_UPDATE timestep=5 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=11264 match=0
sample=88 state=S_UPDATE timestep=6 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=8192 match=0
sample=88 state=S_UPDATE timestep=7 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=5120 match=0
sample=88 state=S_UPDATE timestep=8 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=2048 match=0
sample=88 state=S_UPDATE timestep=9 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=88 state=S_DONE timestep=10 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
sample=89 state=S_UPDATE timestep=0 dm=00 L0=00000000 L1=00000000 L2=00000000 L3=00000000 pred=0 match=0
